timestamp,label,host,port,clients,messages_per_client,message_len,total_messages,total_bytes,elapsed,msg_per_sec,MiB_per_sec,failures,failure_reasons
"2026-03-15 00:16:17","proactor","127.0.0.1","8082","1","1000","64","1000","64000","0.0987479686737061s","10126.7905905418","0.618090246004747","0","none"
"2026-03-15 00:16:17","reactor","127.0.0.1","8083","1","1000","64","1000","64000","0.0561070442199707s","17823.0739812179","1.08783410529894","0","none"
"2026-03-15 00:16:18","proactor","127.0.0.1","8082","10","1000","64","10000","640000","0.835477828979492s","11969.1985270449","0.730541902285455","0","none"
"2026-03-15 00:16:18","reactor","127.0.0.1","8083","10","1000","64","10000","640000","0.406358957290649s","24608.7844763502","1.50200100563661","0","none"
"2026-03-15 00:16:22","proactor","127.0.0.1","8082","50","1000","64","50000","3200000","3.75989294052124s","13298.2509850582","0.811660826724744","0","none"
"2026-03-15 00:16:24","reactor","127.0.0.1","8083","50","1000","64","50000","3200000","1.93180799484253s","25882.4894262205","1.57974178626834","0","none"
"2026-03-15 00:16:32","proactor","127.0.0.1","8082","100","1000","64","100000","6400000","7.50666499137878s","13321.4949801073","0.813079527594442","0","none"
"2026-03-15 00:16:35","reactor","127.0.0.1","8083","100","1000","64","100000","6400000","3.89356279373169s","25683.4178097735","1.56759141905356","0","none"
